network_packet_size,protocol_type,login_attempts,failed_logins,unusual_time_access,ip_reputation_score,session_duration,network_traffic_volume,attack_detected
169,ICMP,8,3,1,0.4931,15,460,0
597,HTTP,2,1,0,0.2128,150,939,0
294,TCP,6,4,1,0.404,20,552,0
1000,UDP,1,1,0,0.1016,57,653,0
158,HTTP,3,0,0,0.2136,105,1717,0
884,UDP,3,0,0,0.2275,122,2780,0
390,HTTP,2,1,0,0.1479,93,3370,0
1461,UDP,3,0,0,0.0565,35,4054,0
511,ICMP,8,3,1,0.6473,21,278,0
769,HTTP,1,0,0,0.2336,47,4367,0
729,TCP,3,1,0,0.078,41,3002,0
668,TCP,9,4,0,0.554,22,327,0
522,UDP,1,1,0,0.1843,46,4828,0
1110,HTTP,2,0,0,0.0664,139,4510,0
587,TCP,3,1,0,0.1065,73,4491,0
946,UDP,1,0,0,0.1323,69,3864,0
1292,UDP,2,0,0,0.2398,140,2481,0
1239,HTTP,2,1,0,0.0882,105,2869,0
300,UDP,1,1,0,0.0879,117,4076,0
848,TCP,1,0,0,0.0832,31,3497,0
917,HTTP,3,0,0,0.047,84,3835,0
1356,HTTP,1,0,0,0.2374,179,3659,0
8253,TCP,14,9,1,0.9454,2,423826,1
245,TCP,5,5,0,0.5681,22,727,0
1485,UDP,2,1,0,0.1925,116,4258,0
1306,TCP,2,0,0,0.0631,155,3478,0
6133,ICMP,15,8,1,0.8811,6,334027,1
445,UDP,8,4,0,0.5634,13,291,0
1355,TCP,3,0,0,0.2166,148,1691,0
564,UDP,1,1,0,0.1819,125,4977,0
1259,TCP,3,0,0,0.1041,49,2516,0
180,HTTP,3,0,0,0.2376,61,1482,0
305,UDP,2,0,0,0.1415,148,1222,0
1290,UDP,1,0,0,0.0498,115,2433,0
78,UDP,3,1,0,0.0494,146,4062,0
151,UDP,1,0,0,0.2018,163,4254,0
274,TCP,3,1,0,0.1173,142,3291,0
923,UDP,1,0,0,0.0917,172,3519,0
440,UDP,3,0,0,0.0784,61,4146,0
745,ICMP,6,4,1,0.6267,12,564,0
1195,UDP,1,1,0,0.1739,131,3677,0
1117,HTTP,2,1,0,0.011,79,3124,0
790,UDP,2,0,0,0.1286,134,1424,0
7020,TCP,15,6,1,0.7705,3,375113,1
893,TCP,3,1,0,0.1801,130,4892,0
3044,TCP,25,20,1,0.9022,8,67499,1
181,ICMP,9,3,0,0.6637,27,302,0
611,UDP,5,3,0,0.6151,5,213,0
872,HTTP,3,1,0,0.1597,46,2127,0
522,TCP,1,1,0,0.1501,129,1012,0
1183,TCP,1,0,0,0.223,39,3210,0
676,TCP,6,5,0,0.5768,24,422,0
1009,UDP,2,1,0,0.1322,130,2059,0
210,UDP,2,0,0,0.0105,111,3087,0
740,TCP,1,1,0,0.2176,132,1637,0
1062,UDP,3,0,0,0.0784,44,538,0
1375,UDP,2,1,0,0.2122,48,1148,0
620,HTTP,1,0,0,0.2081,72,4419,0
321,ICMP,8,5,0,0.4763,20,785,0
446,TCP,2,1,0,0.2458,36,1532,0
833,HTTP,3,1,0,0.233,151,3260,0
369,TCP,9,2,1,0.4557,21,332,0
365,UDP,1,0,0,0.0601,147,2032,0
1011,HTTP,3,0,0,0.1124,176,2042,0
788,UDP,1,1,0,0.0458,116,2229,0
283,TCP,2,0,0,0.2372,115,3612,0
754,HTTP,3,1,0,0.1353,116,3956,0
1719,ICMP,22,17,1,0.867,2,146706,1
631,HTTP,3,0,0,0.0142,80,540,0
1046,HTTP,2,0,0,0.1758,176,699,0
760,TCP,3,1,0,0.219,177,2549,0
579,UDP,3,1,0,0.1232,75,3192,0
387,TCP,1,1,0,0.0796,140,2035,0
1260,HTTP,1,1,0,0.1192,120,2946,0
1098,TCP,2,1,0,0.023,86,2247,0
475,TCP,3,0,0,0.2023,79,2624,0
486,TCP,1,0,0,0.0439,67,4449,0
1145,TCP,3,1,0,0.1395,163,1469,0
661,TCP,3,0,0,0.2355,101,1589,0
1002,HTTP,3,0,0,0.2297,164,4255,0
104,TCP,1,1,0,0.1504,46,3834,0
1395,UDP,2,1,0,0.0759,88,675,0
5877,ICMP,19,18,1,0.9336,1,102351,1
96,HTTP,1,0,0,0.1522,31,578,0
991,UDP,1,1,0,0.0854,147,3190,0
1447,HTTP,3,0,0,0.2316,58,4442,0
789,TCP,9,2,0,0.5036,12,242,0
751,TCP,7,2,0,0.6762,17,160,0
1230,UDP,2,0,0,0.1733,90,1536,0
1103,TCP,2,0,0,0.1555,167,1485,0
956,UDP,2,1,0,0.1585,55,1217,0
920,HTTP,1,1,0,0.1999,68,3997,0
761,HTTP,1,0,0,0.007,168,2619,0
345,TCP,2,1,0,0.174,65,4342,0
1043,HTTP,1,1,0,0.2152,157,2432,0
321,ICMP,5,2,1,0.5169,29,153,0
620,UDP,2,0,0,0.0346,89,3637,0
518,UDP,9,2,0,0.5343,17,187,0
700,ICMP,4,3,1,0.415,25,100,0
201,TCP,8,5,1,0.6184,17,455,0
382,ICMP,4,4,0,0.6753,9,793,0
579,UDP,1,0,0,0.1753,138,1486,0
337,UDP,1,1,0,0.1869,125,3906,0
1206,UDP,2,0,0,0.2225,114,4007,0
554,UDP,2,0,0,0.0603,48,4827,0
1074,UDP,3,0,0,0.2488,49,1361,0
397,TCP,3,0,0,0.0057,68,1871,0
1086,HTTP,3,0,0,0.241,109,4528,0
1116,HTTP,2,0,0,0.0535,127,981,0
234,TCP,1,1,0,0.0607,156,2313,0
1146,TCP,3,1,0,0.0041,141,762,0
744,UDP,2,1,0,0.2453,145,2023,0
895,HTTP,2,0,0,0.1085,98,1265,0
1475,UDP,1,1,0,0.0834,107,3781,0
1280,UDP,2,0,0,0.2342,146,2760,0
1371,TCP,3,0,0,0.1709,177,2705,0
133,HTTP,3,0,0,0.1656,168,4048,0
726,TCP,2,0,0,0.1644,168,4284,0
6310,ICMP,22,18,1,0.9089,5,316739,1
722,UDP,1,1,0,0.1582,104,4189,0
742,ICMP,9,4,1,0.6764,12,423,0
737,UDP,1,0,0,0.2385,178,3243,0
372,TCP,3,0,0,0.0733,168,1581,0
558,TCP,8,3,0,0.6937,27,220,0
262,UDP,1,1,0,0.0677,162,1356,0
563,UDP,1,1,0,0.0577,110,1445,0
388,TCP,4,4,0,0.632,8,496,0
1135,TCP,2,0,0,0.1655,172,3525,0
161,ICMP,7,4,1,0.6155,24,501,0
683,ICMP,7,3,0,0.5328,8,597,0
407,UDP,8,3,0,0.5865,12,150,0
411,TCP,8,4,1,0.5445,13,278,0
1034,UDP,1,0,0,0.0945,78,4828,0
227,TCP,2,1,0,0.2425,100,4530,0
1053,UDP,2,1,0,0.1247,133,920,0
989,TCP,3,1,0,0.2493,111,3346,0
779,ICMP,7,3,1,0.5246,14,271,0
592,TCP,4,5,0,0.6099,17,512,0
268,HTTP,2,0,0,0.1388,127,2106,0
1171,TCP,3,1,0,0.184,52,1856,0
1210,HTTP,1,1,0,0.1546,49,2127,0
99,HTTP,2,0,0,0.0872,165,3410,0
1420,ICMP,17,6,1,0.8701,3,140878,1
111,UDP,3,0,0,0.1264,169,4062,0
204,TCP,6,4,1,0.608,15,330,0
905,UDP,3,0,0,0.0313,111,1107,0
991,TCP,1,1,0,0.1506,161,2948,0
492,UDP,3,0,0,0.1624,141,4912,0
601,TCP,3,1,0,0.003,144,3629,0
389,ICMP,6,5,0,0.5461,19,662,0
1274,HTTP,2,1,0,0.1309,166,3036,0
720,HTTP,3,1,0,0.1018,178,3791,0
778,TCP,8,3,0,0.424,29,165,0
301,UDP,5,3,0,0.4142,17,243,0
765,UDP,2,1,0,0.0456,164,3720,0
167,TCP,4,3,0,0.5982,8,437,0
95,UDP,3,1,0,0.0214,93,4946,0
5257,ICMP,21,16,1,0.819,3,313268,1
606,HTTP,3,1,0,0.2411,168,2147,0
226,TCP,3,0,0,0.0369,144,1533,0
515,UDP,3,1,0,0.2024,31,1807,0
208,HTTP,2,1,0,0.076,65,1816,0
615,TCP,2,1,0,0.0405,120,4055,0
1140,UDP,3,1,0,0.1151,177,820,0
399,UDP,1,0,0,0.2322,177,3574,0
764,TCP,3,0,0,0.1197,119,744,0
844,HTTP,2,1,0,0.1579,67,1872,0
605,ICMP,4,2,0,0.5867,30,758,0
334,TCP,8,5,1,0.6718,30,783,0
1458,HTTP,3,1,0,0.2161,110,1736,0
193,HTTP,3,1,0,0.1153,127,1438,0
506,ICMP,9,4,0,0.6026,9,272,0
999,TCP,1,1,0,0.2009,132,1319,0
199,UDP,3,0,0,0.0615,123,1663,0
575,TCP,3,1,0,0.2071,130,4509,0
1184,TCP,2,1,0,0.1761,140,1851,0
120,HTTP,3,1,0,0.1077,64,3746,0
213,HTTP,2,0,0,0.2392,163,1058,0
385,TCP,1,1,0,0.1196,47,3686,0
747,TCP,4,3,1,0.4752,12,512,0
1243,HTTP,3,0,0,0.193,57,3517,0
711,UDP,1,1,0,0.0597,131,1572,0
848,HTTP,1,0,0,0.1698,124,3547,0
1447,TCP,3,0,0,0.1754,126,3519,0
4894,ICMP,24,8,1,0.9237,5,478117,1
1333,HTTP,1,1,0,0.0917,110,3561,0
188,HTTP,1,1,0,0.1441,171,1020,0
545,HTTP,2,1,0,0.2383,35,4587,0
916,HTTP,2,1,0,0.1468,146,4185,0
908,TCP,3,1,0,0.1568,129,2642,0
267,TCP,3,1,0,0.0423,104,2606,0
450,UDP,3,0,0,0.0749,133,1249,0
1110,HTTP,1,1,0,0.2052,172,1225,0
827,UDP,3,1,0,0.211,123,1414,0
1010,HTTP,3,1,0,0.19,63,3186,0
87,TCP,3,0,0,0.036,154,4077,0
639,ICMP,4,4,0,0.509,29,538,0
226,TCP,1,1,0,0.036,168,2051,0
282,TCP,9,4,1,0.5751,15,571,0
351,UDP,7,2,1,0.5062,24,416,0
398,TCP,7,4,1,0.6755,17,687,0
5830,TCP,13,11,1,0.9547,4,289617,1
1417,UDP,3,1,0,0.201,175,3986,0
406,TCP,1,0,0,0.0107,50,4066,0
1068,TCP,2,0,0,0.0095,37,1754,0
5831,ICMP,14,14,1,0.8414,7,318713,1
8952,TCP,18,10,1,0.8234,6,225210,1
1444,TCP,1,1,0,0.1697,123,621,0
333,TCP,2,0,0,0.1472,34,1927,0
1357,UDP,3,1,0,0.1973,100,1156,0
115,TCP,5,5,1,0.4304,10,256,0
1040,UDP,2,0,0,0.0376,103,4607,0
851,UDP,1,0,0,0.0953,121,2923,0
1441,TCP,3,0,0,0.126,112,1445,0
698,TCP,4,5,1,0.5194,19,682,0
1212,TCP,1,1,0,0.1854,136,4124,0
760,HTTP,2,0,0,0.0707,106,4511,0
1394,UDP,1,0,0,0.0065,77,4588,0
1219,TCP,2,1,0,0.1917,72,1438,0
1154,UDP,3,0,0,0.1925,177,3405,0
1464,HTTP,3,0,0,0.1804,96,1307,0
8933,ICMP,11,19,1,0.7639,3,126188,1
387,TCP,3,0,0,0.2117,135,3116,0
1469,HTTP,1,1,0,0.2009,33,1817,0
993,UDP,2,0,0,0.1503,31,2504,0
678,TCP,2,0,0,0.0286,80,703,0
1425,UDP,3,1,0,0.1054,56,2795,0
760,TCP,1,0,0,0.0386,86,2043,0
1306,TCP,3,0,0,0.1567,53,983,0
482,TCP,3,0,0,0.0834,81,3797,0
223,UDP,3,1,0,0.007,102,1833,0
2108,TCP,15,18,1,0.7915,8,349762,1
1381,UDP,3,0,0,0.089,31,4931,0
185,TCP,1,1,0,0.069,124,4089,0
1442,HTTP,2,0,0,0.2241,59,4449,0
1285,TCP,3,1,0,0.0929,136,1790,0
262,ICMP,9,4,1,0.4291,6,608,0
308,UDP,6,5,1,0.5885,27,121,0
680,UDP,2,1,0,0.1001,172,3065,0
978,HTTP,3,1,0,0.0195,174,1419,0
6392,TCP,23,19,1,0.8656,5,57838,1
585,TCP,5,2,1,0.5449,19,781,0
1223,HTTP,3,0,0,0.1306,123,4288,0
8427,TCP,19,6,1,0.9872,6,95048,1
784,HTTP,1,1,0,0.1154,39,966,0
249,TCP,3,1,0,0.2066,40,2261,0
859,UDP,3,0,0,0.1437,138,2021,0
65,TCP,2,1,0,0.1495,127,3378,0
472,UDP,1,1,0,0.0927,150,2718,0
369,UDP,3,0,0,0.2477,124,901,0
268,TCP,5,5,1,0.6498,19,282,0
1089,UDP,2,0,0,0.2004,142,4002,0
390,UDP,6,2,1,0.4506,10,276,0
149,HTTP,2,0,0,0.1657,87,1077,0
658,TCP,1,0,0,0.006,60,2198,0
711,UDP,9,4,1,0.6585,8,517,0
1404,HTTP,3,1,0,0.11,116,762,0
870,TCP,1,1,0,0.1881,178,943,0
504,HTTP,3,1,0,0.2141,57,1109,0
4203,ICMP,19,20,1,0.8526,4,353482,1
6143,ICMP,24,15,1,0.8448,3,389799,1
145,UDP,8,3,0,0.4533,25,688,0
423,TCP,2,0,0,0.0496,85,2024,0
1198,HTTP,2,1,0,0.1773,138,1784,0
1486,TCP,1,0,0,0.1843,166,1427,0
2469,ICMP,19,9,1,0.812,4,488827,1
741,UDP,9,4,1,0.4389,9,664,0
1252,TCP,3,1,0,0.1949,90,3686,0
1308,UDP,3,1,0,0.0273,42,2539,0
1197,TCP,3,1,0,0.2336,48,4276,0
4236,TCP,14,10,1,0.93,5,407663,1
928,UDP,3,0,0,0.1448,38,3654,0
360,UDP,9,4,1,0.5024,9,624,0
809,UDP,2,1,0,0.0911,90,3122,0
1228,HTTP,1,0,0,0.2492,98,2010,0
273,TCP,1,1,0,0.1316,61,4959,0
565,HTTP,3,0,0,0.0386,56,2881,0
1324,UDP,1,0,0,0.2034,177,3061,0
407,TCP,3,1,0,0.1934,47,2357,0
369,HTTP,1,1,0,0.1926,111,2459,0
830,UDP,3,0,0,0.0336,51,2917,0
7595,TCP,25,11,1,0.8542,2,248399,1
917,HTTP,3,0,0,0.0971,95,2165,0
1286,HTTP,3,1,0,0.1711,93,4059,0
137,HTTP,3,0,0,0.1287,131,4108,0
945,UDP,3,0,0,0.0125,65,3368,0
1417,TCP,2,1,0,0.2241,121,4485,0
561,TCP,8,3,0,0.5415,10,296,0
640,UDP,9,3,0,0.4852,11,476,0
1440,UDP,3,0,0,0.2416,178,3450,0
1246,HTTP,3,1,0,0.0899,52,2087,0
1160,HTTP,2,0,0,0.1191,50,3734,0
4602,ICMP,22,15,1,0.7525,5,319955,1
111,TCP,2,1,0,0.2417,85,3390,0
889,UDP,1,1,0,0.0128,173,2094,0
236,ICMP,8,3,1,0.4923,29,373,0
1215,UDP,2,1,0,0.0517,30,1810,0
417,TCP,5,2,0,0.4816,6,718,0
270,UDP,1,1,0,0.0184,49,2222,0
407,UDP,1,0,0,0.2383,91,3933,0
99,TCP,9,4,1,0.6641,10,708,0
413,TCP,2,0,0,0.1987,76,4684,0
872,UDP,1,0,0,0.0101,145,2457,0
382,UDP,3,0,0,0.2007,179,3311,0
109,TCP,5,3,1,0.574,18,562,0
1390,TCP,2,1,0,0.0606,46,1659,0
1026,UDP,1,1,0,0.2394,167,1491,0
1139,UDP,1,0,0,0.0936,39,2155,0
209,UDP,6,4,1,0.6001,26,104,0
1344,TCP,1,0,0,0.0148,52,2772,0
151,UDP,2,0,0,0.0838,96,4713,0
455,ICMP,6,4,1,0.5595,29,448,0
72,TCP,2,0,0,0.0251,159,3654,0
3625,TCP,18,9,1,0.9989,6,473036,1
375,UDP,6,3,1,0.5209,29,712,0
307,UDP,6,4,1,0.4359,22,288,0
242,TCP,6,2,0,0.4822,19,229,0
93,TCP,1,0,0,0.1138,178,2737,0
961,UDP,2,0,0,0.1666,170,4644,0
328,HTTP,3,0,0,0.0774,126,3190,0
775,UDP,3,0,0,0.1143,60,4745,0
696,HTTP,3,0,0,0.0684,176,4418,0
339,UDP,2,0,0,0.137,74,808,0
406,TCP,3,0,0,0.199,86,2892,0
256,UDP,4,3,0,0.4113,25,611,0
1782,TCP,25,14,1,0.9442,7,424128,1
702,HTTP,2,0,0,0.2208,69,1789,0
161,TCP,2,1,0,0.1276,54,4032,0
1211,UDP,2,0,0,0.0132,76,4915,0
384,TCP,2,0,0,0.2131,70,3167,0
816,HTTP,2,1,0,0.1403,81,1134,0
7032,ICMP,13,15,1,0.9457,7,106482,1
645,HTTP,3,1,0,0.0233,90,3042,0
1040,HTTP,1,1,0,0.0024,161,1773,0
1338,TCP,3,0,0,0.0452,144,1122,0
714,ICMP,8,2,1,0.6559,29,685,0
558,TCP,6,4,0,0.5164,6,493,0
390,UDP,7,5,1,0.4992,26,635,0
735,UDP,3,0,0,0.0947,31,902,0
728,TCP,4,4,1,0.4442,27,601,0
571,UDP,4,5,1,0.4972,22,324,0
1027,UDP,1,0,0,0.0164,140,2995,0
160,UDP,3,1,0,0.1965,111,3910,0
8887,ICMP,22,16,1,0.9011,3,451535,1
3937,ICMP,13,19,1,0.9908,8,261283,1
989,UDP,1,0,0,0.1441,70,4510,0
236,HTTP,3,1,0,0.0905,45,2983,0
260,TCP,2,1,0,0.0384,122,531,0
625,ICMP,9,4,0,0.5378,20,399,0
535,ICMP,6,5,0,0.6773,24,397,0
1215,HTTP,1,1,0,0.0247,71,991,0
1173,TCP,1,0,0,0.1493,109,2037,0
350,HTTP,1,1,0,0.1834,49,1117,0
1059,TCP,3,0,0,0.0321,151,1852,0
884,TCP,3,1,0,0.0784,51,1407,0
382,TCP,1,1,0,0.1165,134,1489,0
145,UDP,3,1,0,0.2131,176,4782,0
950,HTTP,2,1,0,0.0672,48,606,0
297,HTTP,2,1,0,0.0213,128,4691,0
1218,HTTP,3,0,0,0.1049,69,3091,0
210,ICMP,7,4,1,0.514,11,229,0
508,ICMP,7,5,1,0.522,6,721,0
792,HTTP,1,0,0,0.0315,89,3094,0
948,HTTP,3,1,0,0.0837,98,1305,0
432,UDP,1,0,0,0.1649,38,1460,0
591,HTTP,2,1,0,0.0911,33,3388,0
612,UDP,8,3,1,0.6388,10,132,0
790,UDP,2,0,0,0.0466,88,3523,0
493,UDP,3,0,0,0.0911,130,2068,0
147,TCP,2,1,0,0.0096,55,3628,0
449,TCP,6,5,1,0.5353,12,318,0
412,UDP,7,3,0,0.5104,24,643,0
767,HTTP,3,1,0,0.0666,68,1330,0
457,HTTP,2,0,0,0.1224,72,926,0
4017,ICMP,25,13,1,0.9424,8,467676,1
1285,TCP,2,0,0,0.1389,53,4531,0
92,TCP,7,3,1,0.6194,6,183,0
612,TCP,1,1,0,0.0532,157,3741,0
417,HTTP,2,1,0,0.2404,109,937,0
706,HTTP,1,0,0,0.031,64,1979,0
427,TCP,1,1,0,0.2459,123,3426,0
81,TCP,1,0,0,0.2051,37,1374,0
3666,ICMP,24,16,1,0.9752,5,469415,1
1500,HTTP,1,0,0,0.0431,42,3017,0
1294,UDP,3,0,0,0.0072,98,4657,0
787,HTTP,2,1,0,0.1465,162,625,0
1228,HTTP,1,0,0,0.2369,83,2228,0
860,TCP,1,0,0,0.1982,62,1774,0
1087,HTTP,2,0,0,0.0093,44,3266,0
166,UDP,5,3,0,0.581,18,600,0
366,HTTP,2,0,0,0.1055,169,1156,0
761,HTTP,1,1,0,0.0149,67,1660,0
640,UDP,2,1,0,0.2055,37,4382,0
471,ICMP,5,3,1,0.4448,20,731,0
599,ICMP,8,3,0,0.4982,24,640,0
1482,UDP,2,1,0,0.1632,133,3616,0
780,UDP,2,1,0,0.0651,122,2676,0
625,TCP,3,0,0,0.0522,95,2914,0
1208,UDP,1,1,0,0.0276,124,2872,0
194,UDP,2,0,0,0.1544,60,2335,0
833,UDP,2,0,0,0.0786,80,631,0
149,ICMP,7,3,0,0.4297,15,464,0
5919,ICMP,19,10,1,0.7888,3,133923,1
6373,ICMP,21,16,1,0.913,8,291476,1
359,UDP,3,0,0,0.0187,97,3273,0
328,UDP,3,0,0,0.2327,123,729,0
1060,UDP,2,1,0,0.1923,172,2691,0
813,UDP,2,0,0,0.0759,30,4787,0
256,UDP,3,1,0,0.2012,127,4386,0
396,UDP,3,1,0,0.1504,159,2838,0
1038,HTTP,3,1,0,0.2469,160,2784,0
334,HTTP,2,1,0,0.2076,95,4447,0
3249,TCP,16,8,1,0.9613,7,397761,1
395,UDP,3,0,0,0.1361,162,1298,0
586,HTTP,3,1,0,0.1153,91,2096,0
224,HTTP,3,1,0,0.1535,168,846,0
885,TCP,2,1,0,0.1934,109,3181,0
4828,ICMP,10,13,1,0.9337,2,130646,1
691,ICMP,6,4,0,0.6303,29,756,0
6645,ICMP,15,18,1,0.8704,8,369684,1
88,UDP,6,4,0,0.5084,28,132,0
1008,HTTP,2,0,0,0.2303,138,1134,0
1344,UDP,1,1,0,0.052,135,4268,0
85,TCP,9,3,0,0.4247,20,469,0
332,TCP,4,2,0,0.6666,30,772,0
291,TCP,1,0,0,0.2238,177,2680,0
702,UDP,1,1,0,0.1708,162,1871,0
487,ICMP,4,2,1,0.589,27,670,0
6097,ICMP,22,14,1,0.7788,7,452193,1
654,UDP,5,5,1,0.4478,21,608,0
125,HTTP,1,0,0,0.0726,79,3448,0
1303,UDP,3,0,0,0.0636,178,1822,0
1458,HTTP,1,0,0,0.0776,127,2851,0
4970,ICMP,18,15,1,0.8661,1,409543,1
727,UDP,9,5,1,0.4286,22,436,0
646,TCP,2,0,0,0.2202,48,3158,0
5325,TCP,25,8,1,0.956,2,402966,1
306,TCP,1,0,0,0.172,108,1526,0
1367,HTTP,3,0,0,0.2201,151,1930,0
122,UDP,2,0,0,0.1544,93,3528,0
274,TCP,2,0,0,0.0434,69,1117,0
153,TCP,1,1,0,0.0754,157,1334,0
154,TCP,2,1,0,0.187,140,2817,0
344,HTTP,1,1,0,0.2269,114,1306,0
1311,UDP,3,1,0,0.1156,146,1934,0
1432,HTTP,1,1,0,0.0431,105,1973,0
384,HTTP,1,0,0,0.1867,169,2916,0
1292,TCP,2,0,0,0.1046,134,1695,0
439,HTTP,2,0,0,0.2359,95,3762,0
1173,UDP,3,0,0,0.2377,30,3582,0
1116,UDP,1,1,0,0.1239,73,3557,0
765,HTTP,3,0,0,0.0629,98,2722,0
439,ICMP,6,2,1,0.5458,24,408,0
992,UDP,1,0,0,0.218,143,3868,0
688,UDP,9,5,0,0.4584,29,372,0
1253,UDP,1,1,0,0.1068,156,2532,0
7909,TCP,10,16,1,0.8,7,309590,1
1102,UDP,3,1,0,0.2379,106,2664,0
516,UDP,6,2,1,0.6906,28,474,0
158,ICMP,8,2,0,0.4649,30,660,0
1068,TCP,2,0,0,0.0804,153,3685,0
330,UDP,8,5,1,0.5769,15,318,0
642,ICMP,5,3,1,0.6049,11,403,0
879,HTTP,1,1,0,0.0999,160,4104,0
475,UDP,5,2,1,0.573,10,248,0
265,UDP,2,1,0,0.0387,41,4283,0
115,ICMP,4,5,0,0.5301,13,674,0
242,TCP,1,0,0,0.1841,117,1076,0
1442,HTTP,3,0,0,0.0701,133,1628,0
1497,TCP,3,0,0,0.047,112,2365,0
1261,HTTP,2,0,0,0.0112,70,2398,0
371,UDP,4,2,1,0.6611,19,347,0
1375,UDP,2,0,0,0.0504,162,2842,0
1344,UDP,1,0,0,0.0318,162,2943,0
302,ICMP,5,5,0,0.6286,29,690,0
531,TCP,3,0,0,0.0528,35,4633,0
2980,TCP,24,13,1,0.9111,1,79325,1
975,UDP,2,0,0,0.2246,108,1906,0
6308,ICMP,15,20,1,0.7786,3,431742,1
6773,ICMP,25,8,1,0.8779,8,87160,1
884,HTTP,1,0,0,0.0981,173,1132,0
716,TCP,5,2,0,0.5274,25,456,0
1201,TCP,3,0,0,0.2395,38,3757,0
183,HTTP,3,0,0,0.187,44,910,0
916,TCP,2,1,0,0.1981,145,4914,0
3369,ICMP,18,15,1,0.9614,6,493369,1
1268,UDP,3,1,0,0.1354,151,602,0
882,TCP,1,0,0,0.2232,57,3982,0
1069,UDP,3,0,0,0.0408,111,1331,0
85,TCP,3,1,0,0.1151,93,3021,0
1469,HTTP,3,0,0,0.1456,96,1114,0
958,TCP,1,1,0,0.1457,59,4154,0
610,TCP,2,1,0,0.088,60,1188,0
365,HTTP,2,0,0,0.1868,38,3122,0
5281,TCP,14,13,1,0.832,8,364385,1
6399,TCP,12,10,1,0.9581,6,307648,1
911,HTTP,2,0,0,0.0746,114,2644,0
74,UDP,1,1,0,0.025,170,3728,0
767,HTTP,2,0,0,0.0992,32,2552,0
1031,HTTP,3,0,0,0.171,168,3059,0
842,TCP,2,0,0,0.1187,169,1254,0
633,TCP,7,4,0,0.4353,8,392,0
1029,UDP,3,0,0,0.1663,75,1980,0
1466,TCP,3,1,0,0.1839,44,4716,0
1244,UDP,2,0,0,0.0526,157,1261,0
1223,TCP,2,1,0,0.048,115,4740,0
1409,UDP,3,1,0,0.0224,163,2921,0
1295,UDP,2,0,0,0.1717,49,2131,0
104,TCP,9,3,0,0.415,29,186,0
566,TCP,4,4,1,0.6372,18,464,0
499,ICMP,4,3,1,0.4086,13,638,0
1111,TCP,3,0,0,0.1242,47,1646,0
1131,UDP,3,1,0,0.1388,34,2206,0
398,UDP,8,5,0,0.509,5,241,0
689,HTTP,1,1,0,0.2026,120,3283,0
412,TCP,9,3,1,0.4573,25,770,0
366,TCP,1,1,0,0.211,135,3110,0
1416,TCP,2,1,0,0.1762,153,4507,0
722,UDP,4,3,1,0.6513,28,539,0
803,UDP,3,1,0,0.2429,60,4272,0
777,HTTP,3,0,0,0.1163,177,935,0
1336,UDP,2,1,0,0.1169,134,3510,0
1242,UDP,1,1,0,0.1741,121,4205,0
1389,HTTP,1,1,0,0.2417,114,4026,0
822,TCP,3,1,0,0.138,79,1822,0
190,UDP,1,1,0,0.1527,140,1038,0
1187,UDP,3,1,0,0.0548,119,3842,0
200,TCP,5,2,1,0.417,29,279,0
1344,HTTP,3,1,0,0.1226,176,3433,0
783,HTTP,3,1,0,0.1699,167,3212,0
4752,TCP,17,19,1,0.7906,5,433927,1
761,TCP,8,5,1,0.6307,29,140,0
788,HTTP,3,1,0,0.1879,164,3839,0
140,UDP,3,1,0,0.1673,36,2269,0
1485,TCP,3,0,0,0.0161,134,3210,0
256,UDP,2,0,0,0.1517,38,2752,0
1076,HTTP,3,0,0,0.0226,65,501,0
87,HTTP,1,1,0,0.0636,47,3021,0
457,TCP,1,1,0,0.116,173,4072,0
136,TCP,6,2,0,0.4612,30,688,0
6786,TCP,10,13,1,0.877,4,253373,1
1179,HTTP,2,1,0,0.1025,117,2542,0
1012,HTTP,2,0,0,0.2034,127,2897,0
507,TCP,2,1,0,0.2499,40,3831,0
859,TCP,3,1,0,0.1106,164,4435,0
592,ICMP,9,4,0,0.5959,5,709,0
1113,HTTP,2,0,0,0.0466,62,3743,0
120,HTTP,3,1,0,0.2148,74,2044,0
127,TCP,4,2,0,0.6126,25,449,0
503,TCP,2,1,0,0.1115,68,783,0
268,UDP,5,5,1,0.4301,15,650,0
581,HTTP,3,1,0,0.0409,95,1909,0
152,TCP,3,0,0,0.2312,75,1794,0
83,HTTP,1,1,0,0.2256,113,1377,0
895,TCP,3,0,0,0.0827,43,4149,0
333,TCP,6,4,0,0.4314,7,418,0
495,UDP,9,5,1,0.4325,22,342,0
234,HTTP,3,1,0,0.1805,134,2915,0
1427,TCP,2,0,0,0.0167,112,4405,0
1236,HTTP,1,0,0,0.0047,110,3930,0
7108,ICMP,21,13,1,0.8352,6,370657,1
1423,TCP,1,1,0,0.0853,170,1706,0
1433,ICMP,17,13,1,0.8968,5,459906,1
792,TCP,3,1,0,0.0821,120,1377,0
251,HTTP,1,0,0,0.2265,63,4780,0
1034,UDP,1,0,0,0.0936,166,1934,0
769,TCP,2,1,0,0.2277,103,2706,0
301,TCP,1,0,0,0.213,73,3192,0
1070,HTTP,3,0,0,0.2166,121,3193,0
1271,TCP,1,0,0,0.1457,31,3362,0
936,HTTP,1,1,0,0.0571,62,2805,0
678,UDP,3,1,0,0.05,132,2558,0
1300,UDP,1,1,0,0.0775,145,2274,0
